tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,749,0.9413,0.9326,0.9497,0.9411,-0.0171,0.9326,0.9479,0.576,external_probe:cais/mmlu/all/test,0.0512,0.0503,0.0093,bipolar_no_dominant_polarity,0.125,0.9556,0.8,0.9244,0.9133,0.0,,,,,0.37697,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.9302,0.9623,0.8974,0.9287,0.0648,0.9623,0.9053,,,0.0314,0.1026,-0.5307,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.9396,0.8895,0.9844,0.9346,-0.0948,0.8895,0.9808,,,0.0814,0.0156,0.6779,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,255,0.9529,0.8718,0.9887,0.9266,-0.1169,0.8718,0.9714,,,0.1026,0.0113,0.8015,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,43,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,494,0.9352,0.9488,0.9154,0.9318,0.0334,0.9488,0.9424,,,0.0375,0.0846,-0.3852,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,749,0.8625,0.7736,0.9497,0.8527,-0.1762,0.7736,0.9379,0.59,external_probe:cais/mmlu/all/test,0.1995,0.0503,0.5974,gap_erasure_dominant,0.28,0.9667,0.5455,0.8578,0.7267,0.0,,,,,0.37697,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,0.8143,0.675,1.0,0.806,-0.325,0.675,1.0,,,0.325,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.8603,0.8113,0.9103,0.8579,-0.0989,0.8113,0.9021,,,0.1761,0.0897,0.3248,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.8736,0.7616,0.974,0.8548,-0.2123,0.7616,0.9632,,,0.1919,0.026,0.761,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,255,0.9137,0.7436,0.9887,0.8488,-0.2451,0.7436,0.9667,,,0.2308,0.0113,0.9066,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora,reference_vanilla_lora,,44,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,494,0.836,0.7816,0.9154,0.8432,-0.1339,0.7816,0.9309,,,0.1911,0.0846,0.3865,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora_loao_gender,reference_vanilla_lora,gender,42,held_out_axis:gender|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,0.4286,0.0,1.0,0.0,-1.0,0.0,,0.58,external_probe:cais/mmlu/all/test,0.95,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora_loao_landholding,reference_vanilla_lora,landholding,42,held_out_axis:landholding|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.5587,0.4906,0.6282,0.5509,-0.1376,0.4906,0.5735,0.6,external_probe:cais/mmlu/all/test,0.0,0.3718,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.37697,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_lora_loao_social_group,reference_vanilla_lora,social_group,42,held_out_axis:social_group|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.5604,0.0756,0.9948,0.1405,-0.9192,0.0756,0.9286,0.572,external_probe:cais/mmlu/all/test,0.7965,0.0052,0.987,gap_erasure_dominant,,,,,,,,,,,0.37697,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,749,0.9479,0.9569,0.9392,0.9479,0.0177,0.9569,0.9392,0.538,external_probe:cais/mmlu/all/test,0.0135,0.0608,-0.6373,gap_fabrication_dominant,0.17,0.9444,0.7273,0.94,0.98,0.0,,,,,0.66957,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,315,0.927,0.9686,0.8846,0.9247,0.0839,0.9686,0.8953,,,0.0,0.1154,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,364,0.956,0.936,0.974,0.9546,-0.0379,0.936,0.9699,,,0.0291,0.026,0.0549,bipolar_no_dominant_polarity,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,255,0.9686,0.9487,0.9774,0.9628,-0.0287,0.9487,0.9487,,,0.0,0.0226,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,nf4_4bit,494,0.9372,0.959,0.9055,0.9315,0.0536,0.959,0.9367,,,0.0171,0.0945,-0.6942,gap_fabrication_dominant,,,,,,,,,,,0.66957,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,749,0.3765,0.3666,0.3862,0.3762,-0.0197,0.3666,0.3696,0.348,external_probe:cais/mmlu/all/test,0.3558,0.6138,-0.2661,gap_fabrication_dominant,0.45,0.8889,0.6364,0.3756,0.0,0.5733,,,,,,0.0,0,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,70,0.2714,0.225,0.3333,0.2687,-0.1083,0.225,0.3103,,,0.225,0.6667,-0.4953,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,315,0.4413,0.4654,0.4167,0.4397,0.0487,0.4654,0.4485,,,0.4088,0.5833,-0.1759,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,364,0.3407,0.3081,0.3698,0.3362,-0.0617,0.3081,0.3046,,,0.3372,0.6302,-0.3029,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,255,0.451,0.359,0.4915,0.4149,-0.1326,0.359,0.2373,,,0.3077,0.5085,-0.246,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
small-instruct,meta-llama/Llama-3.2-3B-Instruct,3.2,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,0cb88a4f764b7a12671c53f0838cd831a0843b95,bf16_full,494,0.3381,0.3686,0.2935,0.3268,0.0751,0.3686,0.432,,,0.3686,0.7065,-0.3143,gap_fabrication_dominant,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,749,0.5007,0.7871,0.2196,0.3434,0.5675,0.7871,0.4974,0.702,external_probe:cais/mmlu/all/test,0.0512,0.7804,-0.8768,gap_fabrication_dominant,0.38,0.4889,0.7182,0.5156,0.5333,0.0467,0.2087,0.5083,0.0,2.946,,0.0,0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,0.5857,0.925,0.1333,0.2331,0.7917,0.925,0.5873,,,0.0,0.8667,-1.0,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.4571,0.8742,0.0321,0.0618,0.8422,0.8742,0.4793,,,0.0,0.9679,-1.0,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.522,0.6744,0.3854,0.4905,0.289,0.6744,0.4957,,,0.1105,0.6146,-0.6953,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,255,0.3647,0.8333,0.1582,0.2659,0.6751,0.8333,0.3037,,,0.0641,0.8418,-0.8585,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,frozen_base,frozen_base,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,494,0.5709,0.7747,0.2736,0.4044,0.5011,0.7747,0.6086,,,0.0478,0.7264,-0.8766,gap_fabrication_dominant,,,,,,,0.2087,0.5083,0.0,2.946,,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,749,0.9372,0.9569,0.918,0.937,0.0389,0.9569,0.9197,0.68,external_probe:cais/mmlu/all/test,0.0,0.082,-1.0,gap_fabrication_dominant,0.07,0.9333,0.9091,0.9156,0.9667,0.0,0.9799,0.9835,0.9987,4.73,1.37506,0.0,0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9016,0.9434,0.859,0.8992,0.0844,0.9434,0.8721,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.956,0.9593,0.9531,0.9562,0.0062,0.9593,0.9483,,,0.0,0.0469,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,255,0.9686,0.9487,0.9774,0.9628,-0.0287,0.9487,0.9487,,,0.0,0.0226,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,494,0.9211,0.959,0.8657,0.91,0.0934,0.959,0.9123,,,0.0,0.1343,-1.0,gap_fabrication_dominant,,,,,,,0.9799,0.9835,0.9987,4.73,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,749,0.9132,0.9596,0.8677,0.9113,0.0918,0.9596,0.8768,0.638,external_probe:cais/mmlu/all/test,0.0027,0.1323,-0.9601,gap_fabrication_dominant,0.055,0.8778,0.9455,0.9178,0.96,0.0,,,,,1.37506,0.0,0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9048,0.9686,0.8397,0.8996,0.1288,0.9686,0.8603,,,0.0,0.1603,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9038,0.9419,0.8698,0.9044,0.0721,0.9419,0.8663,,,0.0058,0.1302,-0.9145,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,255,0.949,0.9744,0.9379,0.9558,0.0365,0.9744,0.8736,,,0.0,0.0621,-1.0,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,494,0.8947,0.9556,0.806,0.8744,0.1497,0.9556,0.8777,,,0.0034,0.194,-0.9654,gap_fabrication_dominant,,,,,,,,,,,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,749,0.9519,0.9677,0.9365,0.9518,0.0311,0.9677,0.9373,0.702,external_probe:cais/mmlu/all/test,0.0027,0.0635,-0.9186,gap_fabrication_dominant,0.08,0.9667,0.9,0.9378,0.98,0.0,0.9832,0.9856,1.0,4.892,1.37506,0.0,0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.9698,0.9593,0.9792,0.9691,-0.0199,0.9593,0.9763,,,0.0058,0.0208,-0.5636,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,255,0.9765,0.9487,0.9887,0.9683,-0.04,0.9487,0.9737,,,0.0,0.0113,-1.0,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,494,0.9393,0.9727,0.8905,0.9298,0.0821,0.9727,0.9283,,,0.0034,0.1095,-0.9395,gap_fabrication_dominant,,,,,,,0.9832,0.9856,1.0,4.892,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,749,0.9453,0.9542,0.9365,0.9453,0.0177,0.9542,0.9365,0.7,external_probe:cais/mmlu/all/test,0.0135,0.0635,-0.6498,gap_fabrication_dominant,0.04,0.9444,0.9545,0.9289,0.9667,0.0,0.9827,0.9846,0.9987,4.838,1.37506,0.0,0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.9206,0.9623,0.8782,0.9183,0.0841,0.9623,0.8895,,,0.0063,0.1218,-0.9018,gap_fabrication_dominant,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.956,0.936,0.974,0.9546,-0.0379,0.936,0.9699,,,0.0233,0.026,-0.0565,bipolar_no_dominant_polarity,,,,,,,0.9827,0.9846,0.9987,4.838,1.37506,0.0,,0,deepseek:deepseek-chat
