tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,reference_vanilla_qlora,reference_vanilla_qlora,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,nf4_4bit,494,0.9231,0.9283,0.9154,0.9218,0.0129,0.9283,0.9412,,,0.0341,0.0846,-0.425,gap_fabrication_dominant,,,,,,,,,,,0.47767,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.4793,0.4582,0.5,0.4782,-0.0418,0.4582,0.4735,0.554,external_probe:cais/mmlu/all/test,0.442,0.5,-0.0615,bipolar_no_dominant_polarity,0.33,0.6667,0.6909,0.4867,0.1,0.22,,,,,,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,0.4714,0.45,0.5,0.4737,-0.05,0.45,0.5455,,,0.55,0.5,0.0476,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.4603,0.4403,0.4808,0.4596,-0.0405,0.4403,0.4636,,,0.4654,0.5192,-0.0547,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.4973,0.4767,0.5156,0.4954,-0.0389,0.4767,0.4686,,,0.3953,0.4844,-0.1012,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.5451,0.5,0.565,0.5305,-0.065,0.5,0.3362,,,0.4359,0.435,0.001,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairsteer,baseline_fairsteer,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.4453,0.4471,0.4428,0.4449,0.0043,0.4471,0.5391,,,0.4437,0.5572,-0.1134,bipolar_no_dominant_polarity,,,,,,,,,,,,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.4526,0.7655,0.1455,0.2445,0.62,0.7655,0.4679,0.68,external_probe:cais/mmlu/all/test,0.0323,0.8545,-0.9271,gap_fabrication_dominant,0.315,0.4556,0.7909,0.4733,0.58,0.0467,0.1285,0.4415,0.0,3.0,,0.0,0,0,
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,0.5429,0.725,0.3,0.4244,0.425,0.725,0.58,,,0.125,0.7,-0.697,gap_fabrication_dominant,,,,,,,0.1285,0.4415,0.0,3.0,,0.0,,0,
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.4222,0.7799,0.0577,0.1074,0.7222,0.7799,0.4576,,,0.0189,0.9423,-0.9607,gap_fabrication_dominant,,,,,,,0.1285,0.4415,0.0,3.0,,0.0,,0,
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.4615,0.7616,0.1927,0.3076,0.5689,0.7616,0.458,,,0.0233,0.8073,-0.944,gap_fabrication_dominant,,,,,,,0.1285,0.4415,0.0,3.0,,0.0,,0,
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.3608,0.8333,0.1525,0.2579,0.6808,0.8333,0.3023,,,0.0256,0.8475,-0.9413,gap_fabrication_dominant,,,,,,,0.1285,0.4415,0.0,3.0,,0.0,,0,
general-instruct,google/gemma-3-12b-it,12.2,frozen_base,frozen_base,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.5,0.7474,0.1393,0.2348,0.6081,0.7474,0.5587,,,0.0341,0.8607,-0.9237,gap_fabrication_dominant,,,,,,,0.1285,0.4415,0.0,3.0,,0.0,,0,
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9359,0.9407,0.9312,0.9359,0.0095,0.9407,0.9307,0.596,external_probe:cais/mmlu/all/test,0.0243,0.0688,-0.4785,gap_fabrication_dominant,0.09,0.9111,0.8818,0.92,0.98,0.0,0.9691,0.9742,0.9967,4.676,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9691,0.9742,0.9967,4.676,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9079,0.9497,0.8654,0.9056,0.0843,0.9497,0.8779,,,0.0189,0.1346,-0.7541,gap_fabrication_dominant,,,,,,,0.9691,0.9742,0.9967,4.676,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9478,0.9186,0.974,0.9455,-0.0554,0.9186,0.9693,,,0.0349,0.026,0.1451,bipolar_no_dominant_polarity,,,,,,,0.9691,0.9742,0.9967,4.676,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9608,0.9231,0.9774,0.9495,-0.0543,0.9231,0.9474,,,0.0256,0.0226,0.0631,bipolar_no_dominant_polarity,,,,,,,0.9691,0.9742,0.9967,4.676,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_condition_adaptive,ablation_no_condition_adaptive,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.9231,0.9454,0.8905,0.9172,0.0548,0.9454,0.9264,,,0.0239,0.1095,-0.6417,gap_fabrication_dominant,,,,,,,0.9691,0.9742,0.9967,4.676,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9319,0.9461,0.918,0.9318,0.0281,0.9461,0.9188,0.556,external_probe:cais/mmlu/all/test,0.0135,0.082,-0.7177,gap_fabrication_dominant,0.19,0.9667,0.7273,0.9156,0.94,0.0,,,,,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,,,,,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9143,0.9686,0.859,0.9105,0.1096,0.9686,0.875,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9341,0.9128,0.9531,0.9325,-0.0403,0.9128,0.9458,,,0.0291,0.0469,-0.2344,gap_fabrication_dominant,,,,,,,,,,,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9647,0.9615,0.9661,0.9638,-0.0046,0.9615,0.9259,,,0.0,0.0339,-1.0,gap_fabrication_dominant,,,,,,,,,,,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_no_rationale_loss,ablation_no_rationale_loss,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.915,0.942,0.8756,0.9076,0.0664,0.942,0.9169,,,0.0171,0.1244,-0.7587,gap_fabrication_dominant,,,,,,,,,,,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9332,0.9299,0.9365,0.9332,-0.0066,0.9299,0.935,0.618,external_probe:cais/mmlu/all/test,0.0162,0.0635,-0.594,gap_fabrication_dominant,0.185,0.9444,0.6909,0.9156,0.98,0.0,0.9728,0.9767,0.9987,4.689,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9728,0.9767,0.9987,4.689,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9111,0.956,0.8654,0.9084,0.0906,0.956,0.8786,,,0.0063,0.1346,-0.9107,gap_fabrication_dominant,,,,,,,0.9728,0.9767,0.9987,4.689,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9396,0.8895,0.9844,0.9346,-0.0948,0.8895,0.9808,,,0.0291,0.0156,0.3008,gap_erasure_dominant,,,,,,,0.9728,0.9767,0.9987,4.689,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9647,0.9103,0.9887,0.9479,-0.0784,0.9103,0.9726,,,0.0,0.0113,-1.0,gap_fabrication_dominant,,,,,,,0.9728,0.9767,0.9987,4.689,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random,ablation_placement_random,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.917,0.9352,0.8905,0.9123,0.0446,0.9352,0.9257,,,0.0205,0.1095,-0.6848,gap_fabrication_dominant,,,,,,,0.9728,0.9767,0.9987,4.689,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9466,0.973,0.9206,0.9461,0.0524,0.973,0.9233,0.664,external_probe:cais/mmlu/all/test,0.0,0.0794,-1.0,gap_fabrication_dominant,0.055,0.9444,0.9273,0.9378,0.9733,0.0,0.98,0.9826,0.9873,4.838,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.98,0.9826,0.9873,4.838,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9143,0.9748,0.8526,0.9096,0.1223,0.9748,0.8708,,,0.0,0.1474,-1.0,gap_fabrication_dominant,,,,,,,0.98,0.9826,0.9873,4.838,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9643,0.9651,0.9635,0.9643,0.0016,0.9651,0.9595,,,0.0,0.0365,-1.0,gap_fabrication_dominant,,,,,,,0.98,0.9826,0.9873,4.838,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9765,0.9487,0.9887,0.9683,-0.04,0.9487,0.9737,,,0.0,0.0113,-1.0,gap_fabrication_dominant,,,,,,,0.98,0.9826,0.9873,4.838,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.9312,0.9795,0.8607,0.9163,0.1188,0.9795,0.9111,,,0.0,0.1393,-1.0,gap_fabrication_dominant,,,,,,,0.98,0.9826,0.9873,4.838,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9372,0.973,0.9021,0.9362,0.0709,0.973,0.907,0.632,external_probe:cais/mmlu/all/test,0.0054,0.0979,-0.8956,gap_fabrication_dominant,0.135,0.9333,0.7818,0.9311,0.9733,0.0,0.9798,0.9813,0.9993,4.73,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9798,0.9813,0.9993,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9175,0.9686,0.8654,0.9141,0.1032,0.9686,0.88,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9798,0.9813,0.9993,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9423,0.9709,0.9167,0.943,0.0543,0.9709,0.9126,,,0.0116,0.0833,-0.7551,gap_fabrication_dominant,,,,,,,0.9798,0.9813,0.9993,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9647,0.9744,0.9605,0.9674,0.0139,0.9744,0.9157,,,0.0,0.0395,-1.0,gap_fabrication_dominant,,,,,,,0.9798,0.9813,0.9993,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.9231,0.9727,0.8507,0.9076,0.1219,0.9727,0.9048,,,0.0068,0.1493,-0.9125,gap_fabrication_dominant,,,,,,,0.9798,0.9813,0.9993,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9359,0.9569,0.9153,0.9356,0.0415,0.9569,0.9173,0.654,external_probe:cais/mmlu/all/test,0.0,0.0847,-1.0,gap_fabrication_dominant,0.11,0.9333,0.8455,0.92,0.98,0.0067,0.9808,0.9826,0.9973,4.73,0.80005,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9808,0.9826,0.9973,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9111,0.956,0.8654,0.9084,0.0906,0.956,0.8786,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9808,0.9826,0.9973,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9451,0.9477,0.9427,0.9452,0.005,0.9477,0.9368,,,0.0,0.0573,-1.0,gap_fabrication_dominant,,,,,,,0.9808,0.9826,0.9973,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9647,0.9231,0.9831,0.9521,-0.06,0.9231,0.96,,,0.0,0.0169,-1.0,gap_fabrication_dominant,,,,,,,0.9808,0.9826,0.9973,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.9211,0.9659,0.8557,0.9075,0.1101,0.9659,0.9071,,,0.0,0.1443,-1.0,gap_fabrication_dominant,,,,,,,0.9808,0.9826,0.9973,4.73,0.80005,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.9479,0.9596,0.9365,0.9479,0.0231,0.9596,0.9368,0.686,external_probe:cais/mmlu/all/test,0.0135,0.0635,-0.6498,gap_fabrication_dominant,0.085,0.9444,0.8727,0.9244,0.98,0.0,0.9831,0.9848,0.996,4.892,0.33463,0.0,0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:gender,gender,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,0.9571,0.925,1.0,0.961,-0.075,0.925,1.0,,,0.075,0.0,1.0,gap_erasure_dominant,,,,,,,0.9831,0.9848,0.996,4.892,0.33463,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:landholding,landholding,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.9206,0.9686,0.8718,0.9176,0.0968,0.9686,0.8851,,,0.0,0.1282,-1.0,gap_fabrication_dominant,,,,,,,0.9831,0.9848,0.996,4.892,0.33463,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:social_group,social_group,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.9698,0.9593,0.9792,0.9691,-0.0199,0.9593,0.9763,,,0.0116,0.0208,-0.2836,gap_fabrication_dominant,,,,,,,0.9831,0.9848,0.996,4.892,0.33463,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|form:area,all,area,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,255,0.9725,0.9359,0.9887,0.9616,-0.0528,0.9359,0.9733,,,0.0256,0.0113,0.3882,gap_erasure_dominant,,,,,,,0.9831,0.9848,0.996,4.892,0.33463,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|form:number,all,number,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,494,0.9352,0.9659,0.8905,0.9267,0.0753,0.9659,0.9279,,,0.0102,0.1095,-0.8289,gap_fabrication_dominant,,,,,,,0.9831,0.9848,0.996,4.892,0.33463,0.0,,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,749,0.8945,0.9164,0.873,0.8942,0.0434,0.9164,0.8763,0.65,external_probe:cais/mmlu/all/test,0.0135,0.127,-0.8081,gap_fabrication_dominant,0.035,0.9,0.9545,0.9067,0.9667,0.0,0.9693,0.9717,0.9967,4.405,0.66702,0.0,0,0,deepseek:deepseek-chat
