method_name,base_model_name,random_seed,layer_index,module_type,matrix_name,bf16_aware_update_sparsity,principal_angle_rotation_left_subspace_degrees,principal_angle_rotation_right_subspace_degrees,normalized_spectral_shift,update_mask_overlap_with_principal_mask,update_mask_overlap_with_low_magnitude_mask,stable_rank_of_update,frobenius_norm_of_update,relative_frobenius_drift,hill_tail_exponent
reference_vanilla_lora,small-instruct,42,10,v_proj,base_model.model.model.layers.10.self_attn.v_proj,0.112762,0.216131,0.251563,0.000374,0.492157,0.540401,2.334293,0.372485,0.017715,0.068303
reference_vanilla_lora,small-instruct,42,10,gate_proj,base_model.model.model.layers.10.mlp.gate_proj,0.143457,0.242598,0.222733,0.000176,0.494193,0.551692,2.761748,1.295924,0.01365,0.065692
reference_vanilla_lora,small-instruct,42,11,o_proj,base_model.model.model.layers.11.self_attn.o_proj,0.144299,0.21566,0.220871,0.000239,0.492184,0.550087,2.941229,0.635811,0.013529,0.066754
reference_vanilla_lora,small-instruct,42,12,q_proj,base_model.model.model.layers.12.self_attn.q_proj,0.180486,0.148243,0.146839,0.000181,0.479456,0.570885,2.532809,0.76888,0.01044,0.066628
reference_vanilla_lora,small-instruct,42,12,up_proj,base_model.model.model.layers.12.mlp.up_proj,0.167533,0.287557,0.272559,0.000144,0.49649,0.559887,2.725205,1.056304,0.011758,0.06558
reference_vanilla_lora,small-instruct,42,14,gate_proj,base_model.model.model.layers.14.mlp.gate_proj,0.128156,0.38658,0.363193,0.000239,0.495922,0.543551,1.699296,1.632025,0.01694,0.066853
reference_vanilla_lora,small-instruct,42,14,down_proj,base_model.model.model.layers.14.mlp.down_proj,0.244516,0.165325,0.175372,9.3e-05,0.494485,0.591994,3.174912,0.684402,0.007714,0.065926
reference_vanilla_lora,small-instruct,42,15,k_proj,base_model.model.model.layers.15.self_attn.k_proj,0.229086,0.159982,0.179438,0.000223,0.471994,0.589273,2.308038,0.46011,0.008703,0.068756
reference_vanilla_lora,small-instruct,42,15,v_proj,base_model.model.model.layers.15.self_attn.v_proj,0.116712,0.249421,0.288324,0.000348,0.493643,0.542139,2.05986,0.443112,0.017902,0.068527
reference_vanilla_lora,small-instruct,42,15,o_proj,base_model.model.model.layers.15.self_attn.o_proj,0.130165,0.232126,0.236958,0.000268,0.495832,0.545084,1.936852,0.726716,0.015371,0.066949
reference_vanilla_lora,small-instruct,42,16,q_proj,base_model.model.model.layers.16.self_attn.q_proj,0.194134,0.178132,0.177615,0.000184,0.483514,0.575004,2.745918,0.819674,0.010807,0.066941
reference_vanilla_lora,small-instruct,42,17,up_proj,base_model.model.model.layers.17.mlp.up_proj,0.096417,0.633784,0.604078,0.000435,0.49885,0.533239,1.565311,2.068822,0.023212,0.06733
reference_vanilla_lora,small-instruct,42,18,down_proj,base_model.model.model.layers.18.mlp.down_proj,0.158503,0.292857,0.308997,0.000158,0.496996,0.556705,2.39458,1.13498,0.012689,0.066038
reference_vanilla_lora,small-instruct,42,19,k_proj,base_model.model.model.layers.19.self_attn.k_proj,0.199893,0.127107,0.149557,0.000274,0.482439,0.573855,3.052258,0.505517,0.009841,0.068271
reference_vanilla_lora,small-instruct,42,19,gate_proj,base_model.model.model.layers.19.mlp.gate_proj,0.102302,0.517638,0.490718,0.000394,0.497558,0.536011,1.573504,2.168745,0.021185,0.066945
reference_vanilla_lora,small-instruct,42,20,o_proj,base_model.model.model.layers.20.self_attn.o_proj,0.106577,0.390786,0.388422,0.000328,0.497186,0.535474,2.328964,0.955619,0.018885,0.066506
reference_vanilla_lora,small-instruct,42,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.147069,0.230283,0.228978,0.000258,0.489687,0.554866,1.971161,1.039475,0.014815,0.067306
reference_vanilla_lora,small-instruct,42,21,v_proj,base_model.model.model.layers.21.self_attn.v_proj,0.146916,0.260318,0.291476,0.000286,0.490976,0.552021,2.076098,0.442389,0.014232,0.069307
reference_vanilla_lora,small-instruct,42,21,up_proj,base_model.model.model.layers.21.mlp.up_proj,0.088651,0.563455,0.526878,0.001261,0.498784,0.529066,1.24936,2.596424,0.028188,0.068535
reference_vanilla_lora,small-instruct,42,22,down_proj,base_model.model.model.layers.22.mlp.down_proj,0.148635,0.309839,0.327851,0.000183,0.495037,0.551474,3.222648,1.204993,0.013122,0.065581
reference_vanilla_lora,small-instruct,42,23,gate_proj,base_model.model.model.layers.23.mlp.gate_proj,0.102514,0.484061,0.45533,0.000352,0.496862,0.535239,1.536079,2.242269,0.021364,0.066362
reference_vanilla_lora,small-instruct,42,24,k_proj,base_model.model.model.layers.24.self_attn.k_proj,0.177567,0.122511,0.1457,0.000234,0.483373,0.570267,3.339037,0.512854,0.010753,0.067912
reference_vanilla_lora,small-instruct,42,24,o_proj,base_model.model.model.layers.24.self_attn.o_proj,0.115589,0.309468,0.309326,0.000321,0.496367,0.539745,1.8522,0.997423,0.017931,0.067214
reference_vanilla_lora,small-instruct,42,25,q_proj,base_model.model.model.layers.25.self_attn.q_proj,0.188336,0.184814,0.186569,0.000186,0.489135,0.570678,1.931938,0.746164,0.01103,0.067227
reference_vanilla_lora,small-instruct,42,26,v_proj,base_model.model.model.layers.26.self_attn.v_proj,0.167363,0.168842,0.1944,0.000241,0.493534,0.562719,1.700873,0.49907,0.012636,0.06982
reference_vanilla_lora,small-instruct,42,26,up_proj,base_model.model.model.layers.26.mlp.up_proj,0.103121,0.42464,0.394594,0.000421,0.498179,0.534626,1.414435,2.077288,0.022396,0.067153
reference_vanilla_lora,small-instruct,42,27,q_proj,base_model.model.model.layers.27.self_attn.q_proj,0.171464,0.187923,0.187553,0.000228,0.485411,0.564204,1.561223,0.859519,0.0131,0.067797
reference_vanilla_lora,small-instruct,42,27,k_proj,base_model.model.model.layers.27.self_attn.k_proj,0.198005,0.116839,0.140713,0.000222,0.478641,0.575702,2.310254,0.432987,0.009986,0.068484
reference_vanilla_lora,small-instruct,42,27,v_proj,base_model.model.model.layers.27.self_attn.v_proj,0.178568,0.167576,0.195244,0.000207,0.491126,0.566203,3.568973,0.377867,0.010872,0.067901
reference_vanilla_lora,small-instruct,42,27,o_proj,base_model.model.model.layers.27.self_attn.o_proj,0.146529,0.225435,0.231431,0.000229,0.494329,0.551116,2.60154,0.78407,0.013175,0.06685
reference_vanilla_lora,small-instruct,42,27,gate_proj,base_model.model.model.layers.27.mlp.gate_proj,0.117768,0.342358,0.318589,0.000312,0.492524,0.541892,1.354961,2.186796,0.01968,0.067419
reference_vanilla_lora,small-instruct,42,27,up_proj,base_model.model.model.layers.27.mlp.up_proj,0.131809,0.329226,0.30384,0.000306,0.495637,0.545861,1.740394,1.721348,0.016907,0.067017
reference_vanilla_lora,small-instruct,42,27,down_proj,base_model.model.model.layers.27.mlp.down_proj,0.334522,0.107599,0.112554,7e-05,0.486804,0.632914,2.175556,0.542291,0.006197,0.067376
reference_vanilla_lora,small-instruct,43,0,down_proj,base_model.model.model.layers.0.mlp.down_proj,0.176259,0.34708,0.361731,0.000137,0.49566,0.561532,2.575782,0.984188,0.011162,0.065949
reference_vanilla_lora,small-instruct,43,1,k_proj,base_model.model.model.layers.1.self_attn.k_proj,0.277025,0.055515,0.073431,0.000121,0.445279,0.627338,2.282543,0.367523,0.005756,0.068049
reference_vanilla_lora,small-instruct,43,1,gate_proj,base_model.model.model.layers.1.mlp.gate_proj,0.14383,0.327838,0.305635,0.000166,0.495908,0.549403,4.095202,1.273469,0.013385,0.065012
reference_vanilla_lora,small-instruct,43,2,o_proj,base_model.model.model.layers.2.self_attn.o_proj,0.114885,0.285668,0.287102,0.000298,0.49438,0.543488,2.192143,0.673964,0.016938,0.067004
reference_vanilla_lora,small-instruct,43,3,q_proj,base_model.model.model.layers.3.self_attn.q_proj,0.212643,0.130078,0.132296,0.000157,0.484391,0.583783,2.406936,0.686405,0.008988,0.066957
reference_vanilla_lora,small-instruct,43,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.148257,0.385526,0.36803,0.000164,0.49776,0.551447,2.919186,1.134103,0.013054,0.065303
reference_vanilla_lora,small-instruct,43,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.210835,0.204509,0.22076,0.000102,0.496101,0.576207,3.5902,0.75216,0.008871,0.065421
reference_vanilla_lora,small-instruct,43,5,v_proj,base_model.model.model.layers.5.self_attn.v_proj,0.115846,0.224473,0.261763,0.000353,0.492186,0.541453,2.24066,0.3667,0.017274,0.068967
reference_vanilla_lora,small-instruct,43,5,gate_proj,base_model.model.model.layers.5.mlp.gate_proj,0.155816,0.272409,0.2548,0.000156,0.495089,0.554761,2.666702,1.289601,0.012555,0.065271
reference_vanilla_lora,small-instruct,43,6,k_proj,base_model.model.model.layers.6.self_attn.k_proj,0.29106,0.067029,0.082204,0.000123,0.47262,0.615821,2.474798,0.346329,0.00615,0.068317
reference_vanilla_lora,small-instruct,43,6,o_proj,base_model.model.model.layers.6.self_attn.o_proj,0.131984,0.268224,0.272933,0.000262,0.494334,0.547754,2.141362,0.656518,0.01508,0.066695
reference_vanilla_lora,small-instruct,43,7,q_proj,base_model.model.model.layers.7.self_attn.q_proj,0.202607,0.12646,0.126787,0.000174,0.479684,0.580814,2.285874,0.701547,0.009348,0.066874
reference_vanilla_lora,small-instruct,43,8,up_proj,base_model.model.model.layers.8.mlp.up_proj,0.151572,0.333046,0.31685,0.000166,0.497251,0.553166,2.69217,1.118696,0.013005,0.065626
reference_vanilla_lora,small-instruct,43,9,down_proj,base_model.model.model.layers.9.mlp.down_proj,0.245177,0.15834,0.173506,9.2e-05,0.491583,0.593579,3.162389,0.65827,0.007632,0.0658
reference_vanilla_lora,small-instruct,43,10,k_proj,base_model.model.model.layers.10.self_attn.k_proj,0.25671,0.068311,0.083348,0.000153,0.470143,0.604952,1.775384,0.402289,0.007265,0.069048
reference_vanilla_lora,small-instruct,43,10,v_proj,base_model.model.model.layers.10.self_attn.v_proj,0.123088,0.263613,0.298795,0.000344,0.491741,0.544518,2.395516,0.34773,0.016538,0.068684
reference_vanilla_lora,small-instruct,43,10,gate_proj,base_model.model.model.layers.10.mlp.gate_proj,0.157233,0.21424,0.196543,0.000168,0.493611,0.55698,1.895475,1.242673,0.013089,0.066234
reference_vanilla_lora,small-instruct,43,11,o_proj,base_model.model.model.layers.11.self_attn.o_proj,0.150717,0.186265,0.190346,0.000227,0.492005,0.552597,3.177271,0.595996,0.012682,0.066377
reference_vanilla_lora,small-instruct,43,12,q_proj,base_model.model.model.layers.12.self_attn.q_proj,0.224005,0.103271,0.103018,0.000149,0.472659,0.590893,1.908775,0.635622,0.00863,0.067489
reference_vanilla_lora,small-instruct,43,12,up_proj,base_model.model.model.layers.12.mlp.up_proj,0.162024,0.345195,0.329723,0.000149,0.496316,0.55763,2.721591,1.075634,0.011973,0.065379
reference_vanilla_lora,small-instruct,43,14,gate_proj,base_model.model.model.layers.14.mlp.gate_proj,0.124778,0.414166,0.391852,0.000303,0.496052,0.542306,1.316869,1.849972,0.019202,0.068324
reference_vanilla_lora,small-instruct,43,14,down_proj,base_model.model.model.layers.14.mlp.down_proj,0.27934,0.153995,0.162629,7.6e-05,0.493081,0.608284,2.330873,0.601725,0.006782,0.066161
reference_vanilla_lora,small-instruct,43,15,k_proj,base_model.model.model.layers.15.self_attn.k_proj,0.214093,0.153089,0.174055,0.000252,0.473387,0.582194,2.651205,0.499324,0.009445,0.069093
reference_vanilla_lora,small-instruct,43,15,v_proj,base_model.model.model.layers.15.self_attn.v_proj,0.116833,0.353021,0.392903,0.000353,0.492349,0.542233,2.013284,0.442724,0.017886,0.068765
reference_vanilla_lora,small-instruct,43,15,o_proj,base_model.model.model.layers.15.self_attn.o_proj,0.132302,0.23943,0.244089,0.000283,0.496024,0.54599,1.771618,0.740789,0.015668,0.067345
reference_vanilla_lora,small-instruct,43,16,q_proj,base_model.model.model.layers.16.self_attn.q_proj,0.184009,0.16438,0.164369,0.000189,0.484441,0.570799,2.785145,0.822043,0.010838,0.066595
reference_vanilla_lora,small-instruct,43,17,up_proj,base_model.model.model.layers.17.mlp.up_proj,0.097389,0.563227,0.532918,0.000435,0.498884,0.533643,1.577555,2.040872,0.022898,0.066961
reference_vanilla_lora,small-instruct,43,18,down_proj,base_model.model.model.layers.18.mlp.down_proj,0.173674,0.26048,0.27516,0.000138,0.496751,0.562574,2.277712,1.031261,0.01153,0.065944
reference_vanilla_lora,small-instruct,43,19,k_proj,base_model.model.model.layers.19.self_attn.k_proj,0.195009,0.114313,0.13776,0.000312,0.484107,0.570545,1.893975,0.553843,0.010782,0.069169
reference_vanilla_lora,small-instruct,43,19,gate_proj,base_model.model.model.layers.19.mlp.gate_proj,0.098538,0.493906,0.465128,0.000621,0.497688,0.534509,1.309734,2.472586,0.024153,0.06806
reference_vanilla_lora,small-instruct,43,20,o_proj,base_model.model.model.layers.20.self_attn.o_proj,0.100593,0.388072,0.38634,0.000334,0.497282,0.53334,3.583601,0.976445,0.019296,0.066319
reference_vanilla_lora,small-instruct,43,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.135482,0.379445,0.37862,0.000351,0.490645,0.550072,1.339543,1.277074,0.018201,0.069332
reference_vanilla_lora,small-instruct,43,21,v_proj,base_model.model.model.layers.21.self_attn.v_proj,0.136099,0.193824,0.228464,0.000287,0.491425,0.547356,2.987609,0.466569,0.01501,0.068262
reference_vanilla_lora,small-instruct,43,21,up_proj,base_model.model.model.layers.21.mlp.up_proj,0.095657,0.578098,0.545915,0.000402,0.498627,0.531508,1.747092,2.059968,0.022364,0.066086
reference_vanilla_lora,small-instruct,43,22,down_proj,base_model.model.model.layers.22.mlp.down_proj,0.147824,0.25852,0.2764,0.00022,0.49524,0.550984,1.71159,1.34441,0.01464,0.066628
reference_vanilla_lora,small-instruct,43,23,gate_proj,base_model.model.model.layers.23.mlp.gate_proj,0.098859,0.515021,0.486551,0.000402,0.496751,0.533951,1.584431,2.312556,0.022034,0.067033
reference_vanilla_lora,small-instruct,43,24,k_proj,base_model.model.model.layers.24.self_attn.k_proj,0.148346,0.128606,0.15974,0.000294,0.486478,0.556347,2.348578,0.630641,0.013223,0.068435
reference_vanilla_lora,small-instruct,43,24,o_proj,base_model.model.model.layers.24.self_attn.o_proj,0.121998,0.325554,0.326417,0.00029,0.496257,0.542135,2.008878,0.927364,0.016671,0.066851
reference_vanilla_lora,small-instruct,43,25,q_proj,base_model.model.model.layers.25.self_attn.q_proj,0.168321,0.234741,0.23616,0.000217,0.490845,0.562932,1.911651,0.85421,0.012627,0.06747
reference_vanilla_lora,small-instruct,43,26,v_proj,base_model.model.model.layers.26.self_attn.v_proj,0.184849,0.163789,0.187553,0.000238,0.490157,0.569814,1.523312,0.464268,0.011755,0.069737
reference_vanilla_lora,small-instruct,43,26,up_proj,base_model.model.model.layers.26.mlp.up_proj,0.105529,0.484132,0.454789,0.000498,0.498202,0.535493,1.288127,2.18713,0.023581,0.067988
reference_vanilla_lora,small-instruct,43,27,q_proj,base_model.model.model.layers.27.self_attn.q_proj,0.152757,0.198142,0.198907,0.000233,0.48687,0.557266,2.560573,0.844938,0.012878,0.066689
reference_vanilla_lora,small-instruct,43,27,k_proj,base_model.model.model.layers.27.self_attn.k_proj,0.172673,0.142208,0.169789,0.000281,0.482646,0.564417,2.381431,0.508496,0.011728,0.068793
reference_vanilla_lora,small-instruct,43,27,v_proj,base_model.model.model.layers.27.self_attn.v_proj,0.160294,0.191697,0.221404,0.000229,0.492808,0.558723,3.46706,0.424529,0.012214,0.067704
reference_vanilla_lora,small-instruct,43,27,o_proj,base_model.model.model.layers.27.self_attn.o_proj,0.137106,0.256938,0.265255,0.000241,0.49498,0.547476,3.714376,0.812353,0.01365,0.066044
reference_vanilla_lora,small-instruct,43,27,gate_proj,base_model.model.model.layers.27.mlp.gate_proj,0.126781,0.352332,0.32981,0.000264,0.492119,0.545403,1.612316,1.919165,0.017271,0.066348
reference_vanilla_lora,small-instruct,43,27,up_proj,base_model.model.model.layers.27.mlp.up_proj,0.128212,0.345743,0.320888,0.000471,0.496419,0.544454,1.345727,1.96671,0.019317,0.067947
reference_vanilla_lora,small-instruct,43,27,down_proj,base_model.model.model.layers.27.mlp.down_proj,0.316712,0.105573,0.110904,7.3e-05,0.487424,0.625267,2.534376,0.558645,0.006383,0.066705
reference_vanilla_lora,small-instruct,44,0,down_proj,base_model.model.model.layers.0.mlp.down_proj,0.183254,0.433865,0.448645,0.000164,0.495871,0.563881,1.373249,1.110874,0.012599,0.06776
reference_vanilla_lora,small-instruct,44,1,k_proj,base_model.model.model.layers.1.self_attn.k_proj,0.229094,0.063192,0.086221,0.000163,0.457821,0.598746,1.939034,0.475172,0.007442,0.068817
reference_vanilla_lora,small-instruct,44,1,gate_proj,base_model.model.model.layers.1.mlp.gate_proj,0.137098,0.329654,0.306362,0.000176,0.496077,0.546694,3.219681,1.342347,0.014109,0.065022
reference_vanilla_lora,small-instruct,44,2,o_proj,base_model.model.model.layers.2.self_attn.o_proj,0.109834,0.327397,0.329931,0.000319,0.494617,0.541522,2.506536,0.704641,0.017709,0.06659
reference_vanilla_lora,small-instruct,44,3,q_proj,base_model.model.model.layers.3.self_attn.q_proj,0.195823,0.159014,0.159815,0.000172,0.485966,0.576056,2.691924,0.746871,0.009779,0.06684
reference_vanilla_lora,small-instruct,44,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.138191,0.391644,0.372978,0.000176,0.498047,0.54753,3.045009,1.214571,0.013981,0.065308
reference_vanilla_lora,small-instruct,44,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.186253,0.265347,0.282193,0.000122,0.496483,0.565729,2.375129,0.892348,0.010525,0.066166
reference_vanilla_lora,small-instruct,44,5,v_proj,base_model.model.model.layers.5.self_attn.v_proj,0.108089,0.240217,0.281182,0.00038,0.492613,0.538407,2.253399,0.394879,0.018601,0.068518
reference_vanilla_lora,small-instruct,44,5,gate_proj,base_model.model.model.layers.5.mlp.gate_proj,0.15723,0.275657,0.257769,0.000151,0.494753,0.55544,3.007109,1.272648,0.01239,0.065384
reference_vanilla_lora,small-instruct,44,6,k_proj,base_model.model.model.layers.6.self_attn.k_proj,0.257254,0.079952,0.097338,0.000164,0.474524,0.599728,3.201454,0.391528,0.006953,0.067944
reference_vanilla_lora,small-instruct,44,6,o_proj,base_model.model.model.layers.6.self_attn.o_proj,0.128778,0.23488,0.240513,0.000276,0.494616,0.546589,2.192659,0.675856,0.015524,0.066855
reference_vanilla_lora,small-instruct,44,7,q_proj,base_model.model.model.layers.7.self_attn.q_proj,0.191521,0.143755,0.143206,0.000187,0.480637,0.575937,1.760772,0.77477,0.010324,0.067921
reference_vanilla_lora,small-instruct,44,8,up_proj,base_model.model.model.layers.8.mlp.up_proj,0.150126,0.32516,0.30943,0.00016,0.497514,0.552732,2.759828,1.111956,0.012927,0.065517
reference_vanilla_lora,small-instruct,44,9,down_proj,base_model.model.model.layers.9.mlp.down_proj,0.216702,0.179767,0.197633,0.000104,0.492832,0.580592,2.435056,0.758157,0.00879,0.065959
reference_vanilla_lora,small-instruct,44,10,k_proj,base_model.model.model.layers.10.self_attn.k_proj,0.247273,0.078523,0.095983,0.000156,0.471182,0.600757,1.952217,0.407682,0.007362,0.06891
reference_vanilla_lora,small-instruct,44,10,v_proj,base_model.model.model.layers.10.self_attn.v_proj,0.108152,0.230489,0.266603,0.000422,0.492809,0.538346,2.242516,0.400482,0.019047,0.069057
reference_vanilla_lora,small-instruct,44,10,gate_proj,base_model.model.model.layers.10.mlp.gate_proj,0.150024,0.278352,0.259819,0.000161,0.493809,0.554193,3.108182,1.217354,0.012822,0.065395
reference_vanilla_lora,small-instruct,44,11,o_proj,base_model.model.model.layers.11.self_attn.o_proj,0.136911,0.22625,0.231903,0.00025,0.492735,0.546975,2.779043,0.662585,0.014099,0.0666
reference_vanilla_lora,small-instruct,44,12,q_proj,base_model.model.model.layers.12.self_attn.q_proj,0.180666,0.141925,0.140326,0.000198,0.479028,0.570606,1.622245,0.82873,0.011252,0.068129
reference_vanilla_lora,small-instruct,44,12,up_proj,base_model.model.model.layers.12.mlp.up_proj,0.141106,0.394644,0.376781,0.000179,0.497058,0.549309,3.095639,1.247216,0.013883,0.065543
reference_vanilla_lora,small-instruct,44,14,gate_proj,base_model.model.model.layers.14.mlp.gate_proj,0.108388,0.385126,0.358748,0.000425,0.496546,0.536112,1.202843,2.295492,0.023827,0.069023
reference_vanilla_lora,small-instruct,44,14,down_proj,base_model.model.model.layers.14.mlp.down_proj,0.25252,0.184919,0.195142,9.6e-05,0.494014,0.595435,2.251506,0.691275,0.007792,0.066933
reference_vanilla_lora,small-instruct,44,15,k_proj,base_model.model.model.layers.15.self_attn.k_proj,0.193762,0.143565,0.16406,0.00034,0.476332,0.572908,2.019417,0.588302,0.011128,0.069342
reference_vanilla_lora,small-instruct,44,15,v_proj,base_model.model.model.layers.15.self_attn.v_proj,0.121936,0.28797,0.32431,0.00033,0.492481,0.544257,2.323018,0.419596,0.016952,0.068639
reference_vanilla_lora,small-instruct,44,15,o_proj,base_model.model.model.layers.15.self_attn.o_proj,0.128348,0.250557,0.256115,0.000287,0.495972,0.544504,2.40434,0.754209,0.015952,0.067115
reference_vanilla_lora,small-instruct,44,16,q_proj,base_model.model.model.layers.16.self_attn.q_proj,0.190364,0.15352,0.153421,0.000179,0.485114,0.574175,3.48295,0.764213,0.010075,0.066463
reference_vanilla_lora,small-instruct,44,17,up_proj,base_model.model.model.layers.17.mlp.up_proj,0.097148,0.573774,0.543924,0.000673,0.498835,0.533571,1.268318,2.263985,0.025401,0.067775
reference_vanilla_lora,small-instruct,44,18,down_proj,base_model.model.model.layers.18.mlp.down_proj,0.172572,0.285718,0.300504,0.000136,0.496829,0.562314,2.476182,1.032158,0.01154,0.065873
reference_vanilla_lora,small-instruct,44,19,k_proj,base_model.model.model.layers.19.self_attn.k_proj,0.175863,0.141068,0.164446,0.000455,0.484524,0.563279,2.153204,0.583429,0.011358,0.068925
reference_vanilla_lora,small-instruct,44,19,gate_proj,base_model.model.model.layers.19.mlp.gate_proj,0.098198,0.497919,0.470799,0.000582,0.497866,0.534354,1.281342,2.533287,0.024746,0.067895
reference_vanilla_lora,small-instruct,44,20,o_proj,base_model.model.model.layers.20.self_attn.o_proj,0.112753,0.335358,0.334313,0.000301,0.496989,0.537682,2.755441,0.889482,0.017578,0.066682
reference_vanilla_lora,small-instruct,44,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.133986,0.254011,0.25224,0.00033,0.491324,0.549649,1.320015,1.243603,0.017724,0.068568
reference_vanilla_lora,small-instruct,44,21,v_proj,base_model.model.model.layers.21.self_attn.v_proj,0.136847,0.180206,0.213252,0.000329,0.490831,0.547949,2.36835,0.493626,0.015881,0.069135
reference_vanilla_lora,small-instruct,44,21,up_proj,base_model.model.model.layers.21.mlp.up_proj,0.095068,0.605281,0.572982,0.000659,0.498656,0.531314,1.383241,2.289214,0.024853,0.06713
reference_vanilla_lora,small-instruct,44,22,down_proj,base_model.model.model.layers.22.mlp.down_proj,0.145869,0.289534,0.307774,0.000231,0.494832,0.55052,1.711343,1.323904,0.014417,0.066669
reference_vanilla_lora,small-instruct,44,23,gate_proj,base_model.model.model.layers.23.mlp.gate_proj,0.100584,0.462709,0.433422,0.000413,0.496902,0.534515,1.344802,2.392534,0.022796,0.067442
reference_vanilla_lora,small-instruct,44,24,k_proj,base_model.model.model.layers.24.self_attn.k_proj,0.167431,0.124232,0.150167,0.000255,0.483969,0.565421,2.844791,0.540792,0.011339,0.06824
reference_vanilla_lora,small-instruct,44,24,o_proj,base_model.model.model.layers.24.self_attn.o_proj,0.119048,0.308608,0.309377,0.000288,0.496381,0.540919,2.223752,0.929408,0.016708,0.066999
reference_vanilla_lora,small-instruct,44,25,q_proj,base_model.model.model.layers.25.self_attn.q_proj,0.183634,0.255341,0.25708,0.000195,0.489495,0.569989,1.588003,0.78032,0.011535,0.067518
reference_vanilla_lora,small-instruct,44,26,v_proj,base_model.model.model.layers.26.self_attn.v_proj,0.160702,0.16506,0.19188,0.000334,0.49356,0.559389,1.190742,0.624987,0.015824,0.071378
reference_vanilla_lora,small-instruct,44,26,up_proj,base_model.model.model.layers.26.mlp.up_proj,0.112889,0.472001,0.44508,0.000338,0.497916,0.538344,1.695687,1.795221,0.019355,0.066584
reference_vanilla_lora,small-instruct,44,27,q_proj,base_model.model.model.layers.27.self_attn.q_proj,0.135127,0.23179,0.231144,0.000275,0.488351,0.550272,2.02535,0.997226,0.015199,0.06744
reference_vanilla_lora,small-instruct,44,27,k_proj,base_model.model.model.layers.27.self_attn.k_proj,0.167603,0.133746,0.162623,0.000248,0.482343,0.563129,2.528439,0.496086,0.011442,0.068518
reference_vanilla_lora,small-instruct,44,27,v_proj,base_model.model.model.layers.27.self_attn.v_proj,0.165988,0.189309,0.218995,0.000219,0.492436,0.560812,2.649077,0.419182,0.01206,0.068786
reference_vanilla_lora,small-instruct,44,27,o_proj,base_model.model.model.layers.27.self_attn.o_proj,0.132066,0.242876,0.251022,0.000247,0.495023,0.545552,2.632315,0.86572,0.014547,0.066644
reference_vanilla_lora,small-instruct,44,27,gate_proj,base_model.model.model.layers.27.mlp.gate_proj,0.130372,0.331124,0.310039,0.000249,0.491698,0.546909,1.602715,1.835187,0.016515,0.066689
reference_vanilla_lora,small-instruct,44,27,up_proj,base_model.model.model.layers.27.mlp.up_proj,0.127219,0.351536,0.327915,0.000305,0.495996,0.544239,1.794495,1.746444,0.017153,0.06636
reference_vanilla_lora,small-instruct,44,27,down_proj,base_model.model.model.layers.27.mlp.down_proj,0.308314,0.111259,0.116801,7.5e-05,0.487604,0.620869,2.610228,0.579441,0.006621,0.066896
reference_vanilla_lora_loao_gender,small-instruct,42,0,down_proj,base_model.model.model.layers.0.mlp.down_proj,0.217292,0.255984,0.268395,0.000149,0.494643,0.577524,1.267089,0.962007,0.010911,0.068463
reference_vanilla_lora_loao_gender,small-instruct,42,1,k_proj,base_model.model.model.layers.1.self_attn.k_proj,0.225687,0.071305,0.093085,0.000157,0.455729,0.599723,2.099335,0.468311,0.007335,0.068431
reference_vanilla_lora_loao_gender,small-instruct,42,1,gate_proj,base_model.model.model.layers.1.mlp.gate_proj,0.159758,0.276136,0.258297,0.000142,0.495182,0.555726,4.229832,1.11961,0.011768,0.065198
reference_vanilla_lora_loao_gender,small-instruct,42,2,o_proj,base_model.model.model.layers.2.self_attn.o_proj,0.112562,0.304678,0.306855,0.000289,0.494515,0.542664,3.668219,0.656687,0.016504,0.066051
reference_vanilla_lora_loao_gender,small-instruct,42,3,q_proj,base_model.model.model.layers.3.self_attn.q_proj,0.184171,0.149251,0.150103,0.000179,0.486539,0.57146,2.33363,0.772932,0.010121,0.06693
reference_vanilla_lora_loao_gender,small-instruct,42,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.146143,0.39044,0.372936,0.000171,0.497847,0.550672,2.242165,1.179636,0.013578,0.065719
reference_vanilla_lora_loao_gender,small-instruct,42,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.201831,0.245352,0.261615,0.000129,0.496201,0.572398,1.808233,0.855478,0.01009,0.066379
reference_vanilla_lora_loao_gender,small-instruct,42,5,v_proj,base_model.model.model.layers.5.self_attn.v_proj,0.109957,0.229266,0.268311,0.000417,0.493086,0.538936,2.339966,0.416683,0.019628,0.069814
reference_vanilla_lora_loao_gender,small-instruct,42,5,gate_proj,base_model.model.model.layers.5.mlp.gate_proj,0.154151,0.305946,0.28807,0.000159,0.494954,0.554283,2.382506,1.316252,0.012815,0.065808
reference_vanilla_lora_loao_gender,small-instruct,42,6,k_proj,base_model.model.model.layers.6.self_attn.k_proj,0.24298,0.082577,0.097812,0.000182,0.477367,0.594362,2.222772,0.429496,0.007627,0.068454
